Probe	Chromosome	Start	End	Strand	10-30um_A	10-30um_B	40-45um_A	40-45um_B	50-55um_A	50-55um_B	60-65um_A	60-65um_B	GV
Tpp2	1	43934002	44002999	+	2.7533715	2.7700353	2.3387554	2.0725503	2.6483786	2.3338764	2.336178	2.3319552	2.6905582
A530098C11Rik	1	44009408	44020034	-	0	0	0	0	0	0	0	0	0.00117277
Gm8251	1	44055952	44061936	-	0	0	0	0	0	0	0	0	0
1700029F09Rik	1	44086613	44102441	-	11.11369	11.4918785	10.247519	8.636233	9.445142	8.35073	8.834736	8.981189	9.237484
Kdelc1	1	44091463	44118808	-	2.2938757	2.2554595	2.1554778	1.8576257	1.9265231	1.9449149	1.9447579	1.9542596	2.0009067
Bivm	1	44118957	44144770	+	0.95734173	1.1224792	0.78027534	0.90910393	1.0097079	0.9077622	0.8427425	0.87280226	1.0455434
Ercc5	1	44147847	44181260	+	1.9397775	2.3057835	2.0050085	2.2311819	2.4550765	2.6252942	2.6698365	2.7420626	2.8311086
4832428D23Rik	1	44204070	44218961	-	0.005081269	0.004763701	0.005041581	0.007928174	0.006441253	0.006533332	0.007203705	0.00418698	0.006365706
Gulp1	1	44551511	44796833	+	0.010725771	0.011731338	0.058530968	0.0292865	0.09970756	0.06033497	0.11657859	0.11489485	0.30367655
Col3a1	1	45311538	45349706	+	1.1639397	0.79578096	0.40520996	0.19991085	0.19591646	0.113515876	0.25884157	0.21643028	0.078250006
Col5a2	1	45374321	45503282	-	0.08603934	0.059676804	0.028455768	0.02237416	0.018621273	0.008769182	0.020825477	0.012680704	0.005257963
Wdr75	1	45795166	45823619	+	7.6462626	6.5696874	7.1039133	6.4189534	7.2443266	6.8029203	6.613746	6.77402	7.229207
Slc40a1	1	45908070	45925594	-	0.020841474	0.046521246	0.015755188	0.015484959	0.03522616	0.019140923	0.0337679	0.021262346	0.025363758
Rpl23a-ps1	1	45981548	45982015	+	0.021503108	0.026878944	0	0.033550743	0	0.013824001	0	0.011812414	0.010775453
Gm3852	1	46011547	46012266	-	0	0.026206968	0.009245232	0.014538655	0.011811947	0.0089856	0.039630383	0.007678069	0.007004044
Gm4776	1	46020072	46030469	-	0	0	0	0	0	0	0	0	0
Dnahc7b	1	46066738	46373550	+	1.6412958	1.400088	1.2137238	1.1510537	1.0950072	1.0808983	1.159763	1.1906431	1.7014403
Dnahc7c	1	46608961	46626111	+	0.049330663	0.05138622	0.15227441	0.1881473	0.30572096	0.116284244	0.15541328	0.1535614	0.21424137
Slc39a10	1	46807544	46854046	-	8.168641	8.449208	11.363863	10.450266	16.454027	15.353843	19.961105	19.487427	25.866186
C230029F24Rik	1	49244616	49338246	+	0	0.011912259	0.012607135	0.00991272	0.0322144	0.024506183	0.01801381	0.010470094	0.03820388
Tmeff2	1	50900647	51187270	+	0.003559765	0.001112429	0.00235464	0.002777105	0.01052922	0.003432773	0.021868909	0.020532792	0.04370405
Sdpr	1	51289126	51302959	+	0.03295172	0.037070766	0	0.011996535	0.013923709	0.004236826	0.006228744	0.007240616	0.001651248
Obfc2a	1	51469498	51478399	-	2.8823895	2.882396	2.026628	1.8933156	1.3532782	1.55564	1.4394742	1.3937813	1.251812
Myo1b	1	51749765	51916071	-	7.6790724	7.5508714	6.5967374	6.2499514	5.1262445	5.1867366	4.2374253	4.37206	3.771904
Gm8420	1	51940650	51941261	-	1.2990408	1.1202196	1.3160859	1.3170311	0.8615773	0.824561	0.3885332	0.46068418	0.34608218
Stat4	1	51987148	52107188	+	1.4010786	1.3734919	1.9529598	1.8100766	2.1302054	1.9721481	2.2311933	2.5971694	3.127375
Gm3940	1	52090635	52091066	-	0.86191624	0.8153279	0.40062672	0.69058615	0.47247785	0.59904003	0.26420256	0.6398391	0.42024264
Stat1	1	52119438	52161865	+	0.763327	0.8178522	0.4804372	0.5549895	0.4311543	0.4081076	0.3717649	0.3904405	0.34348005
Gls	1	52163448	52233232	-	1.2538381	1.2840841	1.1949725	0.95904726	1.1556362	1.0002859	0.91531265	1.0797945	0.7271144
Nab1	1	52457294	52500679	-	2.910835	3.7848947	3.5296268	3.889224	3.6534584	3.8979414	3.7714381	3.5175824	3.334769
Tmem194b	1	52630705	52651919	+	0.73237276	0.6022816	0.7040977	0.57674855	0.64649	0.52420413	0.6501531	0.5896323	0.6002759
Mfsd6	1	52656286	52727462	-	0.7721812	1.0759622	0.7558954	0.9821272	0.9807243	1.0906115	1.0954174	1.0787146	1.4286771
Inpp1	1	52789413	52817688	-	0.052879915	0.043219257	0.06188401	0.048658073	0.06187665	0.08368158	0.0807345	0.078208305	0.13249364
Hibch	1	52845013	52920986	+	0.18251938	0.22814971	0.06310842	0.06688021	0.06310092	0.06933654	0.054887917	0.04101722	0.08314776
1700019D03Rik	1	52922324	52963260	-	0.010055913	0.020426119	0.023280526	0.013074985	0.26556963	0.16161962	0.8007259	0.69050837	1.5722095
Mstn	1	53061663	53068079	+	0	0	0	0	0.003170993	0	0	0	0
1700019A02Rik	1	53158577	53187617	-	0.11235118	0.09028239	0.053082675	0.016695108	0.013563959	0.010318394	0.015169526	0.026450768	0.008042922
Pms1	1	53189187	53297018	-	2.1617546	2.0848775	2.252304	2.1002557	2.7744818	2.5579588	2.6758788	2.8850315	3.3696532
Ormdl1	1	53297095	53310309	+	3.8386817	3.3457696	3.7415814	2.9785883	3.321687	2.8070323	2.8002894	2.9137223	2.5819368
Osgepl1	1	53313624	53326343	+	1.3931999	1.2350147	1.2355853	1.112005	1.2313478	1.1145829	1.1094186	1.2329878	1.1559237
Asnsd1	1	53325507	53352752	-	4.7539816	4.0154867	3.2143502	3.0380008	3.9065855	3.200212	3.6262565	3.5033286	3.9542735
Dnahc7a	1	53397002	53706784	-	0.35179448	0.28444982	0.6058821	0.5156294	0.72904503	0.70115805	0.7572142	0.78742754	1.0630715
Stk17b	1	53755506	53785224	-	0.9259723	0.81175554	0.12532862	0.22251692	0.08264417	0.09430379	0.046213385	0.058757164	0.058193337
Hecw2	1	53806882	54195168	-	0.14775182	0.1958688	0.15534219	0.19251557	0.19715482	0.21447124	0.23666148	0.22341812	0.3659141
Ccdc150	1	54250683	54368727	+	0.5130939	0.47225785	0.29961845	0.324188	0.25915235	0.2873388	0.17617013	0.2235066	0.17576371
Gtf3c3	1	54397581	54438971	-	4.4908795	3.815665	3.761348	3.4259942	3.9027772	3.4770236	3.5702953	3.640708	3.566119
Pgap1	1	54473000	54557684	-	1.5629318	1.4792234	1.1930097	1.2383487	1.2653599	1.2426783	1.0303375	1.0561029	1.1645555
Ankrd44	1	54645340	54926387	-	4.757638	5.9678793	8.157252	8.360632	10.335015	10.502154	10.603615	9.963268	10.823191
Sf3b1	1	54985169	55027478	-	17.809324	19.36878	17.620768	18.6061	19.511688	19.409943	17.62477	18.896978	20.905443
Coq10b	1	55052770	55072701	+	12.015718	11.595222	13.855037	11.740048	14.549153	12.311726	12.767757	13.51092	13.224542
Hspd1	1	55077835	55088243	-	32.544346	34.067078	22.874706	24.285608	16.896538	18.025347	15.47655	15.864833	13.786887
Hspe1	1	55088132	55091307	+	25.247393	19.227453	17.747835	16.873522	13.547357	12.33356	12.131093	12.53036	10.8863945
Mob4	1	55131231	55154899	+	8.92661	9.054933	8.811235	7.7138267	7.5629444	7.006886	6.1266	6.4932337	5.3032312
Rftn2	1	55170159	55226782	-	0.059993345	0.043923795	0.05102121	0.04100837	0.055045966	0.044078574	0.11016316	0.08568679	0.14000931
Mars2	1	55237177	55240058	+	1.0650082	0.9929914	0.7252471	0.84628904	0.8203606	0.9158953	0.88776463	0.9801927	0.96413755
Boll	1	55248658	55363469	-	0.26633504	0.18435866	0.08334916	0.096814044	0.053244516	0.062597476	0.029773539	0.036183503	0.028701833
Plcl1	1	55406388	55751802	+	0.05821833	0.039851923	0.16870639	0.118231714	0.3584584	0.2833806	0.7388938	0.5756648	1.1405594
Hsfy2	1	56636053	56637451	-	0.014386639	0.026975006	0.08564561	0.029929468	0.097264916	0.12948515	0.16316727	0.11459477	0.16941877
Satb2	1	56793986	56978650	-	0.1795191	0.33845356	0.20902975	0.31636527	0.28336135	0.33192277	0.36037183	0.3170387	0.42303064
9130024F11Rik	1	56971491	56975197	+	0.016483955	0.015453743	0.03816214	0.042865817	0.041791655	0.037090443	0.03894878	0.045276083	0.11564418
1700066M21Rik	1	57377620	57385423	+	4.53993	4.692163	4.5631127	3.6626973	6.449135	5.118925	7.3105416	7.2135057	7.936551
1110034B05Rik	1	57388237	57407101	-	1.9132617	1.5253398	1.5769488	1.1361046	1.136281	0.9612441	0.77243656	0.87309307	0.88515186
9430016H08Rik	1	57406328	57417953	+	0.29280674	0.3215906	0.20120132	0.22769015	0.21862112	0.1992062	0.19345002	0.1858353	0.1381815
Spats2l	1	57774162	57948394	+	0.023778837	0.019555008	0.00910611	0.010414458	0.004230619	0.004022903	0.008279946	0.002750011	0.033238944
Gm17234	1	57909835	57917111	-	0	0	0	0	0	0	0	0.014102576	0
Kctd18	1	57955101	58018956	-	0.39441687	0.39160937	0.36711842	0.3423208	0.36707476	0.37125227	0.37592176	0.3903664	0.4503345
Sgol2	1	57995971	58025899	+	4.4194436	4.72585	5.5851007	5.0378695	6.362523	6.273146	6.110413	6.544532	6.7970567
Aox1	1	58029931	58106413	+	0.00347415	0.004342697	0.003830016	0.003011459	0.007829323	0.00446695	0.00328353	0.003816946	0.003481873
Aox3	1	58113130	58200698	+	0.010016236	0.005365852	0.004732381	0.004465164	0.00483697	0.003679586	0.010819045	0.008646426	0.01505775
Aox4	1	58210397	58268597	+	0.049291685	0.070558816	0.07572647	0.07111973	0.13571887	0.1359553	0.23744418	0.18692319	0.2119473
Gm15759	1	58254117	58315656	-	0	0	0	0.002811666	0.002284341	0.003475494	0.002554739	0.001484881	0.001354529
Aox3l1	1	58278326	58379264	+	0.002107089	0.005267733	0	0.001095879	0	0.006773066	0.00597443	0.006944987	0.004223545
Bzw1	1	58393136	58406548	+	22.92251	23.062874	18.531713	16.48508	15.43917	14.647449	12.697391	14.484964	12.243258
Clk1	1	58410189	58424066	-	6.1492014	5.056024	5.322307	4.9790425	4.8850217	4.6740155	3.8725884	4.522092	4.2454224
Ppil3	1	58430994	58445486	-	6.494988	5.0329185	5.3858247	4.8828607	5.1578093	4.2817316	4.291681	4.4702787	5.161179
Nif3l1	1	58445151	58481816	+	3.0358002	3.0236921	3.063199	3.195931	3.2916038	2.958653	2.8642805	3.0835383	2.0436788
Orc2	1	58462771	58505109	-	7.8926497	7.408344	7.79217	6.852807	8.142984	7.5314107	7.9404616	8.247166	8.7966585
Gm15834	1	58505148	58523230	+	0.006540373	0.002725161	0	0	0.007369672	0	0.00412101	0.002395238	0.001092485
Fam126b	1	58522806	58586323	-	6.0964518	6.329391	7.673968	6.5604615	8.18874	7.5415573	7.185133	7.7689595	7.795112
Ndufb3	1	58586384	58595964	+	12.424343	8.259832	8.549719	7.874883	7.479145	6.0456724	7.192681	7.1946425	7.230597
Gm10068	1	58646608	58648317	+	1.2594031	1.5117284	0.74740404	0.8937447	0.49237168	0.5939955	0.3671025	0.44936907	0.4099209
Als2cr12	1	58658117	58695989	-	0.038239855	0.01194998	0.10117645	0.039776437	0.19389845	0.1638919	0.24094471	0.21006498	0.40241095
Cflar	1	58711508	58758884	+	14.023856	11.66224	13.78439	12.625345	10.941666	12.474419	9.771202	10.9421	9.913435
Casp8	1	58795374	58847503	+	1.0907813	0.9512649	1.217694	1.3117774	1.4914443	1.3768646	1.6748369	1.5726632	2.0338717
Trak2	1	58900449	58973430	-	0.7908218	0.95569664	0.75600123	0.88758004	1.0750738	1.069753	1.3351773	1.3531948	1.5808903
Stradb	1	58973522	58995715	+	3.6572948	3.5184374	2.9594936	3.104572	2.7672775	2.638319	2.8982177	2.481447	2.558986
Als2cr11	1	58997123	59003443	-	0	0	0	0	0	0	0	0	0
Als2cr11	1	59050506	59094900	-	0	0.002853754	0.006040442	0.007124205	0.023152271	0.002935405	0.008630937	0.005016524	0.025168799
Tmem237	1	59100594	59120096	-	2.0167756	1.7742556	1.4353329	1.5481346	1.4282207	1.1718209	1.3994292	1.3238534	1.6477095
Mpp4	1	59120936	59163389	-	0.1762707	0.16825876	0.15899444	0.14834985	0.18959303	0.17513336	0.22415146	0.20246628	0.2039649
Als2	1	59162926	59237231	-	1.8462366	1.8105246	1.5507437	1.5271939	1.7298964	1.683348	1.970671	1.6855084	2.173416
Cdk15	1	59256906	59352993	+	0.18465054	0.18816333	0.3876581	0.2881055	0.5699135	0.6012862	0.7853361	0.7982497	0.8146707
Fzd7	1	59482147	59486947	+	0.270399	0.42315438	0.7861432	0.71842337	1.1620535	1.1993278	1.5432819	1.5533336	1.7762059
Gm973	1	59516264	59634508	+	0.5180131	0.52676445	0.41673	0.44853818	0.41647464	0.47883198	0.46841922	0.5014459	0.49671417
Sumo1	1	59639434	59670834	-	16.069065	14.24234	14.187384	11.691895	12.38948	10.647317	10.771429	11.151954	10.80043
Nop58	1	59685006	59711510	+	12.426534	9.95971	11.739948	8.282619	11.302168	9.53747	10.705018	10.782248	11.178116
Bmpr2	1	59764279	59870549	+	1.8853054	2.9900272	2.04659	2.8149784	2.9449127	3.394055	3.2908268	3.0805578	4.9677296
Fam117b	1	59913006	59985346	+	9.164995	12.636826	12.98674	12.643265	14.702947	13.286056	15.6777525	12.26602	12.991037
Ica1l	1	59989070	60043087	-	1.6937941	1.6206943	1.4524746	1.4074757	1.3428317	1.3123707	1.1185155	1.2790047	1.0243415
Wdr12	1	60076868	60098645	-	1.5305868	1.2432173	1.2037019	1.0828792	1.1259171	0.9043144	1.1127744	1.0711473	1.1044308
Carf	1	60098247	60151032	+	1.16	1.0609316	1.0063187	0.8844276	1.0957952	0.91753995	1.0246022	0.9975467	0.911498
Nbeal1	1	60180599	60338328	+	3.808521	3.7451005	3.3038657	2.9208922	2.9816866	3.0570261	2.2494998	2.6575553	2.2894394
Cyp20a1	1	60343323	60388060	+	2.3551831	2.368945	2.3411548	2.2803938	2.5558448	2.351822	2.3008506	2.5682235	2.494984
Abi2	1	60409619	60481162	+	4.653389	7.251867	4.5415044	5.575771	4.2611413	5.025959	3.7834249	4.213201	3.560268
Raph1	1	60483236	60567104	-	1.0281651	0.9050186	0.82660395	0.7513868	0.6789153	0.73537874	0.6436683	0.668325	0.61462563
Cd28	1	60716800	60773359	+	0	0	0	0	0	0	0	0	0
Gm11579	1	60776665	60781834	-	0	0	0	0	0	0	0	0	0
2310016D23Rik	1	60778843	60803790	+	0	0	0	0	0	0	0	0	0
Ctla4	1	60887000	60915832	+	0	0.008098291	0.008570688	0.006738948	0.007300087	0.016659997	0.0653136	0.035589337	0.08873794
Icos	1	60977927	61000320	+	0	0	0	0	0	0	0	0	0.001470237
Gm11587	1	61306636	61307746	+	1.0424297	0.8519876	1.4851305	1.2407093	1.4061394	1.5723013	1.4020631	1.5527443	1.3561617
9530026F06Rik	1	61378432	61395904	+	0.56409496	1.5865206	0.61938906	1.5373161	0.46718103	1.2765194	0.4371782	0.35326004	0.27136746
Gm11588	1	61440101	61469475	+	0.076470025	0.028676318	0.08093091	0.055679962	0.09047449	0.058993608	0.07227426	0.13442457	0.15328
4930587A21Rik	1	61616943	61621149	-	0	0	0	0	0	0	0	0	0
Pard3b	1	61638824	62642284	+	0.49265748	0.62921065	0.34712553	0.48814774	0.36697486	0.41874844	0.2613397	0.29898116	0.17125213
4930448K12Rik	1	61767415	61851540	-	0	0	0	0	0	0	0	0	0
Gm12747	1	62131195	62136109	-	0.013035563	0.016294489	0.08622496	0.027118735	0.08813058	0.1592267	0.17248456	0.17902234	0.43766204
Gm11610	1	62456725	62499261	-	0.023349084	0	0.007722236	0	0	0	0	0	0
Nrp2	1	62703285	62818695	+	0.13440517	0.16073094	0.10990441	0.15246554	0.13057859	0.13607387	0.14003375	0.11801731	0.122506335
Ino80d	1	62958418	63114667	-	1.0940627	1.6562834	1.3515619	1.6517072	1.6212224	1.9993116	1.8617795	1.6589909	1.9302157
Gm11602	1	63114471	63158290	+	0	0.003990909	0	0.003321013	0	0.004105097	0	0.003507748	0.006399635
Ndufs1	1	63143596	63176822	-	5.856398	5.1078935	4.107939	3.7224035	3.29562	3.2057054	3.0269098	3.031696	2.8411934
Eef1b2	1	63176825	63180486	+	15.472759	12.348327	9.067338	8.105128	7.8429084	6.4057536	7.2536745	6.997596	6.47094
Gpr1	1	63182691	63214543	-	4.7775474	4.153129	9.988281	8.198902	14.46659	12.178916	15.987795	15.818089	19.78953
Gm11607	1	63200313	63207614	+	0	0	0	0	0	0	0	0	0
Gm11608	1	63266848	63273120	-	0	0.007131148	0	0	0	0	0	0	0
Zdbf2	1	63273265	63314576	+	0.24882385	0.3348795	0.13356252	0.17158347	0.09136786	0.1252121	0.05785366	0.07685954	0.064136885
Adam23	1	63445891	63596515	+	0.005499657	0.012603406	0.006669299	0.006197369	0.007746244	0.004124913	0.004331584	0.005538784	0.007808498
Dytn	1	63622851	63686927	-	0	0	0	0	0.001384438	0	0	0	8.21E-04
Mdh1b	1	63698819	63730318	-	0.00585425	0	0	0.006089489	0	0	0	0	0
Fastkd2	1	63730614	63754655	+	1.540447	1.4832618	1.1458862	1.0712017	1.1005443	0.9693984	0.91501445	1.0024763	0.99862194
4933402D24Rik	1	63754907	63769267	-	0	0	0	0	0	0	0	0	0
Gm13749	1	63964727	63968999	+	0	0	0	0	0	0	0.006641964	0	0
Klf7	1	64029447	64122282	-	0.8432772	0.9517749	0.9007208	1.0467832	1.0376822	1.1260252	1.3263004	1.1434722	1.4220425
Gm13748	1	64078654	64090782	+	0	0	0	0	0	0	0	0	0
Creb1	1	64532804	64604547	+	0.67049855	0.6401721	0.44587934	0.48174405	0.36967745	0.41184357	0.41004738	0.40969154	0.4198434
Mettl21a	1	64606473	64617242	-	0.58940697	0.5086158	0.30126226	0.38144013	0.36791953	0.26050764	0.25004727	0.31458363	0.203059
2810408I11Rik	1	64679871	64690659	-	3.337729	3.5626817	2.6134171	3.0901542	2.9481483	2.708068	2.9170496	3.3080895	3.67261
Ccnyl1	1	64690455	64725644	+	7.861212	10.376714	9.348815	10.435928	10.754524	11.251364	10.517211	10.753136	10.97114
Fzd5	1	64730560	64737750	-	2.3790052	3.7445028	2.979661	3.6853976	2.5235732	3.0785043	2.1893036	2.4521835	1.3205543
Plekhm3	1	64785983	64956824	-	0.3746141	0.4682686	0.3652319	0.44091368	0.5624695	0.5940158	0.7379905	0.6970263	0.9339588
Akr1cl	1	65012689	65032759	-	0.17692935	0.19426407	0.22457412	0.19896093	0.42230022	0.28897384	0.3841577	0.29683426	0.3151071
Cryge	1	65048554	65051149	-	0	0	0	0	0	0	0	0	0.006974982
Crygd	1	65061872	65063452	-	0	0	0	0	0	0	0	0	0
Crygc	1	65071525	65073689	-	0	0	0	0	0	0	0	0	0
Crygb	1	65080228	65082267	-	0	0	0	0	0	0	0	0.027457997	0.025047576
Cryga	1	65100389	65103373	-	0.013785555	0.06892792	0.10942302	0.04301849	0.01165014	0.01772502	0.013029167	0.015145781	0.034540493
D630023F18Rik	1	65100619	65123214	-	0.8772584	1.0090162	0.78766805	0.85526043	0.56941646	0.7097939	0.42244387	0.55886775	0.34600028
Idh1	1	65158616	65186479	-	5.584621	4.9770455	5.867251	4.985667	6.111212	5.0018187	5.6842194	5.6877193	5.325953
Pikfyve	1	65186750	65274012	+	5.928904	6.135117	6.4620767	6.492597	7.449491	7.6057444	7.014471	7.591556	7.693577
Pth2r	1	65282056	65389244	+	0	0	0.002578066	0.002027078	0.003293804	0.005011335	0	0.002141057	0.007812413
Crygf	1	65926522	65928307	+	0	0	0	0	0	0	0	0	0
Mtap2	1	66175273	66442583	+	0.36340764	0.36363786	0.36056912	0.35891894	0.43068472	0.44759208	0.48339966	0.44967747	0.5450968
Gm10558	1	66322276	66328796	-	0.006058672	0	0	0	0	0	0	0	0
Unc80	1	66468367	66699866	+	0.039760243	0.043702085	0.0884217	0.06560222	0.15989578	0.1405867	0.27406517	0.23235051	0.5142533
Rpe	1	66700831	66719805	+	15.730412	15.31504	15.085796	12.475316	11.435998	11.064672	9.352415	10.58227	9.332546
Kansl1l	1	66719248	66817562	-	1.1967865	1.2476448	1.3476486	1.1337271	1.1318064	1.0686038	0.825898	0.9200639	0.6941243
Acadl	1	66830839	66863277	-	1.2648331	1.1575507	0.45815772	0.43072125	0.2248099	0.18715146	0.11859466	0.118560106	0.1660011
Myl1	1	66924295	66945404	-	0	0	0	0	0.004802147	0	0	0	0
Lancl1	1	67000517	67038872	-	8.511414	7.4881086	8.377039	8.155335	9.528357	9.362911	10.263924	10.860621	11.438966
Cps1	1	67123026	67231259	+	0.039855268	0.023777341	0.021569435	0.024497177	0.039805517	0.03144556	0.0445173	0.041797448	0.078072086
Gm15668	1	67249200	67323609	+	0.089057125	0.046384018	0.25526658	0.10035533	0.27596053	0.25764024	0.92587805	0.48106843	2.156998
Gm15669	1	67792481	67805324	+	0	0	0	0	0	0	0	0	0
Gm15671	1	68005086	68025896	+	0.01313767	0.04926637	0.06952029	0.0614951	0.17764182	0.09290595	0.17383565	0.15155667	0.34233868
Erbb4	1	68032186	69108059	-	0.016290497	0.01170882	0.002693876	0.005083529	0.002065059	0.005236449	0.003849167	0.005369367	0.027755404
Gm16076	1	69091913	69106740	-	0	0	0	0	0	0	0	0	0
Ikzf2	1	69531214	69685960	-	0.21586683	0.20771883	0.16045882	0.16229199	0.19687833	0.18412037	0.23836307	0.19548623	0.26186514
Spag16	1	69826988	70725132	+	0.14061105	0.10619087	0.14855525	0.13711987	0.26406682	0.19837026	0.42637464	0.38835865	0.6077331
Vwc2l	1	70725715	70885397	+	0	0	0	0	0	8.41E-04	0	0.001437953	0
Bard1	1	71027498	71103146	-	1.8636686	2.0595095	2.1373005	2.192899	2.1640973	2.1653092	2.238742	2.0035975	2.2305017
Abca12	1	71243090	71414910	-	0.12574784	0.0695242	0.08397688	0.0949563	0.12568377	0.10804745	0.14398928	0.14745435	0.335669
Atic	1	71557150	71579631	+	2.9850779	3.1060393	2.2667592	2.6454444	1.9641433	2.1009874	1.7773279	1.8363847	1.8416876
Fn1	1	71585523	71653171	-	0.25546065	0.2421433	0.18419278	0.21409185	0.27932578	0.23583959	0.2551754	0.27601144	0.33975345
Apol7d	1	71652837	71662843	+	0	0.006015947	0	0	0	0	0	0	0
Rpl21-ps1	1	72004288	72004770	+	3.1669672	3.0341485	2.3153276	2.4815047	1.9544736	1.8082825	1.8904432	1.8312911	1.9524317
Mreg	1	72159233	72212307	-	1.4451331	1.813989	1.1828557	1.2239764	1.0575317	1.1574233	1.2399398	1.1752713	1.3876605
Pecr	1	72259167	72284314	-	31.989305	33.70534	41.58159	37.45219	39.426346	37.908802	51.609425	39.38667	39.159077
Tmem169	1	72284369	72303104	+	2.3428671	2.6526191	4.9215875	3.9982734	5.6585956	5.249427	6.160228	6.219689	7.321635
Xrcc5	1	72307421	72394952	+	19.28402	17.175362	17.9584	16.809986	18.387247	16.950184	16.766678	17.374374	17.325512
4-Mar	1	72427112	72536930	-	0.006630873	0.006907174	0.004386053	0.01379464	0.01120747	0.011367683	0.016712133	0.013356097	0.047626887
Smarcal1	1	72583251	72633134	+	3.6982493	4.0375566	4.1405983	4.3402762	5.1386914	5.0216455	5.88478	5.6594663	6.6205826
Ankar	1	72642980	72700564	-	0	0.002750786	0.004366871	0	0.001859742	0.004244238	0	0.009671044	0.006616548
Rpl37a	1	72711260	72713809	+	106.56233	72.27739	55.315617	54.705177	37.62995	32.78021	29.413347	31.702013	21.484186
Igfbp2	1	72824503	72852474	+	0.010897081	0.034053452	0.025227921	0.019836174	0.027627293	0.007005557	0.041196715	0.026937677	0.016381955
Igfbp5	1	72857932	72874884	-	0.13069421	0.074353434	0.07093245	0.03660081	0.18266627	0.15619327	0.35631713	0.30282733	0.18556169
Tnp1	1	73015083	73015899	-	0	0	0	0	0	0	0	0	0
Tns1	1	73910231	74124447	-	0.020195575	0.025244523	0.014694409	0.007352482	0.014507148	0.006491705	0.024813728	0.011648847	0.03289076
Rufy4	1	74125541	74148223	+	0	0	0.005716245	0	0.010954832	0.005555717	0	0	0.004330538
Cxcr2	1	74153989	74161238	+	0.324414	0.18413845	0.15546587	0.08436247	0.06714159	0.057460554	0.050059434	0.065465644	0.056400992
Cxcr1	1	74191785	74194631	-	0	0	0	0	0	0	0	0	0
Arpc2	1	74236497	74268209	+	18.387962	15.983622	14.374325	14.8381815	12.197514	11.363329	10.820818	10.495586	10.080202
Gpbar1	1	74278550	74279624	+	0	0	0	0.009737518	0	0.012036526	0	0.005142521	0
